date,airport_code,temperature,visibility,wind_speed,rain,fog,storm
30-06-2025,PNQ,13.5,6.3,24.2,1,0,1
07-05-2025,CCU,31.5,4.1,0.6,1,0,0
18-05-2025,DEL,13.3,5.5,31.6,0,0,1
22-04-2025,DEL,14.6,6.9,28.5,0,0,0
13-04-2025,HYD,32.5,1.6,21.5,1,0,0
29-12-2025,BOM,32.8,4.9,31.2,1,1,1
09-06-2025,CCU,36.9,8.6,10.9,0,0,1
16-10-2025,HYD,12.8,5.9,0.7,1,1,0
26-08-2025,CCU,19.8,9.3,16.4,0,1,1
21-06-2025,HYD,19.1,7.2,6.5,0,1,0
30-08-2025,COK,25.1,2.7,9.7,1,1,1
10-05-2025,BOM,30.5,6,31.8,0,1,0
02-01-2025,PNQ,12.4,6.4,32.3,0,0,1
30-11-2025,MAA,30.3,3,6.3,0,1,1
11-11-2025,HYD,37.3,8.5,13.5,1,1,0
11-12-2025,BLR,34.3,10,10.3,1,1,0
29-07-2025,DEL,17.6,8.4,11,1,0,1
02-01-2025,GOI,29.5,1.6,32.9,0,0,0
08-01-2025,GOI,30.3,1.7,30.9,0,1,0
09-03-2025,AMD,15,5.8,30,1,1,1
20-06-2025,AMD,17.1,3.5,31.7,1,1,0
24-07-2025,HYD,25.7,1,2,1,0,1
15-10-2025,BOM,30.7,8.4,27.8,1,0,1
06-05-2025,HYD,38.5,5,17.9,0,1,0
20-03-2025,BLR,28.2,9,21.2,0,0,1
15-04-2025,HYD,40.5,9.2,24.6,0,1,0
07-01-2025,BOM,37.3,4.4,28.1,1,0,1
21-04-2025,COK,34.2,5.8,24.5,1,0,0
30-04-2025,DEL,14.9,7.2,0.2,1,1,0
16-07-2025,DEL,38.6,1.4,20.1,1,1,0
16-09-2025,GOI,24.2,3.5,10.7,0,0,1
09-11-2025,DEL,37.3,4.6,27.1,0,0,0
11-08-2025,DEL,26.1,2.3,1.1,1,1,0
27-07-2025,COK,30.4,5.5,22,0,0,0
11-12-2025,BOM,10.8,1.8,12.2,0,0,1
26-10-2025,GOI,17.5,2.7,6.6,0,1,1
23-03-2025,BLR,28.6,8.1,12,1,0,0
05-02-2025,COK,24,4.3,1.4,1,0,1
01-12-2025,COK,13.8,3.6,22.4,0,1,1
07-04-2025,CCU,15.4,8.9,33.3,1,1,1
28-11-2025,BOM,18,4.5,20,0,1,0
15-07-2025,DEL,27.2,8.2,28.4,1,1,1
27-06-2025,COK,32.7,1.1,5.1,0,0,0
20-11-2025,MAA,40.5,6.3,10.6,0,1,0
30-12-2025,MAA,19.7,8.8,15.2,0,1,0
20-05-2025,CCU,18.6,2.7,32.8,0,1,1
28-12-2025,CCU,12.1,1.5,10.9,1,1,0
20-12-2025,BLR,12,4.4,11.7,0,1,0
12-07-2025,PNQ,24.1,8.3,23.5,1,0,0
13-01-2025,CCU,15.8,5.4,29,0,1,0
19-02-2025,DEL,11,3.8,33.4,0,0,0
09-11-2025,GOI,13.7,5.5,26.3,1,1,1
04-11-2025,DEL,10.8,6.4,3.7,0,1,0
21-08-2025,CCU,10.1,6.8,16.2,1,1,0
03-06-2025,CCU,35.3,2.3,0.3,0,1,0
13-03-2025,PNQ,36.1,9.3,15.5,1,1,0
29-04-2025,COK,23.3,1,3.4,0,0,0
23-02-2025,GOI,19.2,2.1,21.1,1,0,1
14-04-2025,HYD,13.2,7.5,6.4,1,0,0
05-07-2025,COK,21.1,6.4,14.1,0,1,0
01-04-2025,BLR,24.1,7.7,29.6,0,1,0
26-07-2025,COK,39.8,3.7,24.4,0,1,1
25-08-2025,CCU,31.7,3.9,31.3,0,0,0
08-01-2025,BOM,39.8,2.8,22.2,1,0,1
25-04-2025,GOI,35,3.5,28.9,1,0,1
05-02-2025,GOI,10.8,9.1,1.1,1,1,0
31-03-2025,DEL,28.9,4.9,24.3,0,1,1
24-11-2025,MAA,30.7,1.7,4.6,0,1,0
10-05-2025,GOI,21,6.3,25.6,0,0,0
19-04-2025,PNQ,36.2,8.2,9.9,1,1,1
24-05-2025,AMD,10,8.1,33.3,0,1,0
30-11-2025,HYD,19.7,2.8,22.4,1,0,0
12-09-2025,GOI,18.4,4.8,9.9,1,0,1
11-12-2025,COK,18.9,5.8,21.9,0,0,0
29-06-2025,HYD,40.4,7.1,20.4,0,0,0
15-05-2025,BLR,22.2,7.4,14.9,1,1,0
03-09-2025,PNQ,41.5,8.6,12.3,1,1,0
24-12-2025,MAA,39.8,6.5,19.5,1,0,0
20-06-2025,PNQ,34.1,2.1,14.1,1,1,1
21-07-2025,HYD,16.7,6.5,3.8,1,0,0
09-08-2025,BOM,16.3,3.4,19,1,0,0
26-05-2025,HYD,16.8,2.7,28.4,1,1,0
31-08-2025,DEL,26.1,5,27.4,0,0,1
31-10-2025,CCU,18.6,9.7,31.2,0,0,1
03-01-2025,MAA,18.1,3.3,1.1,1,1,1
05-08-2025,CCU,24.1,9.6,12.8,1,0,0
16-01-2025,BOM,39.1,7.6,33.3,1,1,0
02-12-2025,MAA,16.3,4.1,16.4,1,1,1
21-11-2025,MAA,29.7,2.9,13.2,0,1,0
01-08-2025,BLR,31.6,6.7,8.2,1,0,1
23-11-2025,COK,20.2,7.7,23.3,1,0,0
04-05-2025,AMD,18.8,8.2,22.9,0,0,1
09-08-2025,CCU,30.8,9.9,6.1,0,1,0
14-03-2025,COK,29.8,1.8,15.6,1,1,0
26-09-2025,COK,28.8,7.3,3,1,1,1
30-07-2025,AMD,37.5,9.5,21.9,1,0,0
28-12-2025,BLR,37.5,3.2,22.4,0,0,0
13-10-2025,BLR,21,9.1,14.6,0,0,1
23-01-2025,BOM,38.1,9.1,14.5,1,1,1
10-07-2025,AMD,29.7,4.4,21.7,0,0,1
24-01-2025,DEL,42,8,16.2,1,0,1
05-11-2025,DEL,40.3,1.6,9.7,1,1,0
22-04-2025,COK,24,3.3,7.4,1,1,0
25-09-2025,MAA,32.3,4,6.4,1,0,0
27-03-2025,COK,17,8.7,2.8,0,1,1
01-01-2025,COK,17,5.9,26.6,0,1,0
04-01-2025,HYD,13.8,6,14.1,1,1,1
14-11-2025,GOI,36,3.3,10.9,1,0,0
01-10-2025,BOM,11.6,4.6,20.9,0,0,0
03-08-2025,GOI,31.7,7.9,29.8,1,0,0
01-12-2025,AMD,14.5,1.9,28,0,1,1
23-06-2025,DEL,37.4,9.6,10.3,0,1,1
21-09-2025,PNQ,39.7,7.7,8.6,1,0,1
24-11-2025,CCU,27.9,7.7,33.5,0,0,1
24-03-2025,BOM,16.1,5.7,26.1,1,0,0
20-07-2025,MAA,31.2,7.5,0.3,0,0,0
24-08-2025,AMD,37.6,7.5,4.1,0,1,0
05-04-2025,CCU,12,6.3,25,0,1,1
03-12-2025,CCU,25.5,8.1,14.6,1,1,0
31-01-2025,HYD,16.6,4,17.4,0,0,0
29-08-2025,MAA,16.5,3.5,2.4,1,0,1
15-09-2025,GOI,33.4,8.1,25.3,0,1,1
07-12-2025,BOM,32.3,8.6,28.4,1,1,0
16-07-2025,AMD,36.9,5.4,25,1,1,1
18-12-2025,BLR,39.8,1.1,11.5,0,1,1
03-06-2025,CCU,17.4,2,29.3,0,1,1
25-11-2025,AMD,17.8,6.8,12.3,0,1,1
28-05-2025,CCU,27.2,4.9,33.5,1,1,1
14-03-2025,BOM,31.8,1.9,29.6,0,1,1
16-04-2025,BOM,17.1,6.3,31,1,0,0
29-08-2025,GOI,23.7,4.7,5.6,1,0,0
13-05-2025,AMD,23,3.2,18.5,1,1,0
25-09-2025,BOM,32.9,8.4,2.6,0,0,1
21-02-2025,PNQ,41.6,9.5,20.1,1,1,1
20-03-2025,BOM,19.5,3.8,24,0,0,0
12-04-2025,BLR,30.6,9.3,27.9,0,0,1
18-01-2025,GOI,16.4,9.7,9.3,0,0,0
24-01-2025,DEL,16.1,5.8,12.2,0,1,1
07-05-2025,GOI,28.9,1,22.3,0,0,0
21-05-2025,BOM,13.6,4.6,20.9,1,1,0
30-06-2025,MAA,32.1,6,25.2,1,0,0
01-03-2025,COK,40.9,5.9,17.7,1,0,1
15-04-2025,CCU,20.6,5.4,17.3,1,0,1
11-12-2025,HYD,27.8,7.1,32.3,1,0,1
18-04-2025,BOM,37.2,1.5,9,1,1,0
26-03-2025,MAA,25.5,9.8,20.5,0,0,1
14-11-2025,PNQ,25.4,6.2,16.9,0,0,1
21-04-2025,COK,22.9,7.5,24.6,1,0,0
24-09-2025,BLR,14.8,6.3,16.1,0,0,0
29-08-2025,BLR,38.3,3,16.2,1,0,0
30-11-2025,DEL,24.7,2.6,11.4,1,1,1
05-12-2025,BLR,11.3,9.6,25.5,0,1,0
14-09-2025,GOI,19.1,1.3,6.5,0,1,1
11-09-2025,COK,24.8,8.3,21.8,1,0,0
21-08-2025,DEL,10.1,4.3,27,0,0,1
29-03-2025,AMD,35,9.9,2.6,1,1,1
22-09-2025,BOM,25.3,3.9,9.4,0,1,0
05-10-2025,MAA,16.2,5.4,15.5,1,0,0
16-09-2025,COK,40,4.3,17.3,0,0,1
14-11-2025,GOI,24.4,6.2,16.7,1,1,1
09-10-2025,AMD,15.4,4.3,21.6,0,1,0
16-06-2025,CCU,39.8,8.3,33.6,1,1,0
08-03-2025,DEL,25.8,3.1,19.6,1,1,1
01-02-2025,AMD,27.2,8.7,9.7,0,1,0
17-11-2025,BLR,36.5,1.7,12.7,1,0,1
08-06-2025,CCU,15.2,9,30.1,0,0,1
13-03-2025,COK,33.6,2.4,2.7,1,1,0
30-09-2025,PNQ,17.2,7,29.1,1,1,0
16-06-2025,BLR,17.3,7.6,21.9,1,1,0
15-09-2025,GOI,25.1,1.5,3.2,0,0,1
16-12-2025,GOI,12.9,3.4,7.9,1,0,1
11-08-2025,GOI,13.9,4.8,33.8,1,1,0
20-08-2025,BOM,38,9.2,34.4,0,0,0
18-08-2025,GOI,41,1.1,2.1,0,0,0
30-03-2025,DEL,39.6,1.9,26.9,1,1,1
21-12-2025,DEL,29.1,5.5,32.3,0,0,0
15-06-2025,GOI,39.3,6.1,24.2,0,0,0
30-12-2025,DEL,30.3,3.4,28.2,0,0,0
06-01-2025,AMD,40,9.9,27.7,1,0,0
13-09-2025,CCU,35.4,4.9,16.3,1,0,0
16-03-2025,MAA,27.7,3.3,33.6,1,1,0
19-01-2025,AMD,27.1,1.7,25.6,0,1,0
10-08-2025,GOI,27.3,4,28.8,0,1,1
25-11-2025,PNQ,20.7,5.1,4.9,0,0,1
02-08-2025,CCU,37.1,1.9,14.1,0,0,0
23-03-2025,HYD,21.5,7.4,15.5,0,1,0
03-12-2025,AMD,27.2,7.2,9.6,1,0,0
26-03-2025,GOI,19.8,4.1,1.7,0,1,0
11-12-2025,AMD,17.1,5.4,3.8,1,1,1
01-03-2025,MAA,38.6,9.9,28.2,0,0,0
21-03-2025,HYD,23.2,4.7,4.9,0,0,1
21-06-2025,BLR,31.4,7.5,16.5,1,0,0
14-02-2025,AMD,38.3,7.6,2.4,0,1,0
02-09-2025,AMD,25.7,8.9,5.5,1,1,1
20-09-2025,BLR,19.8,9.1,24.6,1,0,0
06-02-2025,COK,41.9,4.6,17.5,1,1,1
09-03-2025,BLR,16.3,8.3,28.3,0,1,1
03-12-2025,HYD,10.9,4,17.6,1,0,0
20-09-2025,COK,31,4.3,28.7,0,1,0
25-09-2025,PNQ,38,8.5,20.4,0,1,1
14-12-2025,MAA,31.2,9.7,9.4,1,0,0
25-11-2025,HYD,14.5,5.7,29.2,1,0,0
06-11-2025,COK,34,8.5,31.4,0,1,0
26-06-2025,MAA,19.5,8.5,33.5,0,1,1
13-11-2025,GOI,16.9,7.1,21.7,0,0,1
04-05-2025,BOM,11.9,8.9,20.1,1,0,0
24-10-2025,DEL,25.1,9.7,17.6,1,1,0
26-05-2025,HYD,40.3,8.7,32.5,0,1,1
07-07-2025,HYD,15.3,6,8,0,1,1
24-07-2025,HYD,29,5.9,19.8,0,0,0
10-06-2025,MAA,37.5,1.9,2.8,1,0,1
29-03-2025,COK,19,6.5,4.8,0,0,1
06-08-2025,AMD,28.5,6.2,10.5,0,1,0
02-03-2025,CCU,30,6.1,22,1,0,1
01-02-2025,BLR,15.9,4.4,0.4,0,0,1
02-02-2025,BOM,33.9,9.1,29.1,0,1,0
03-03-2025,PNQ,22.1,2.4,2.5,0,1,0
30-12-2025,MAA,13.1,4.5,4.7,1,0,0
10-06-2025,AMD,32.6,7.5,32.3,0,1,0
11-01-2025,HYD,33.2,6.2,27.6,0,1,0
15-05-2025,DEL,24.6,1.5,23.7,0,1,1
20-09-2025,COK,14.3,9.4,17.3,1,0,1
11-05-2025,BLR,13.4,9.2,20.5,0,1,0
13-08-2025,MAA,14.2,7.8,31.5,1,1,0
26-03-2025,AMD,36.3,9.9,10.3,0,0,0
14-02-2025,GOI,30.3,1.8,7.8,0,1,0
05-11-2025,COK,20,8.9,2.7,1,1,1
22-08-2025,HYD,19.8,8.8,20.6,0,1,1
17-03-2025,CCU,41.1,2.4,10.3,1,1,1
21-04-2025,BOM,18,9,9.1,1,0,0
25-02-2025,BOM,29.7,3,31.1,1,0,1
01-11-2025,MAA,29.2,5,4.4,0,0,0
17-02-2025,BOM,16.5,3.8,22.1,0,1,0
10-01-2025,CCU,36,7.7,3.2,0,0,1
01-01-2025,DEL,27.5,8.4,22.3,1,0,0
17-03-2025,DEL,20.8,9.1,8.8,1,1,1
01-07-2025,DEL,10.8,4,9.5,1,1,0
27-08-2025,MAA,27.3,8.8,11.6,1,1,1
17-07-2025,BOM,15.2,1.9,30.3,0,1,1
04-04-2025,GOI,29.4,9.7,20.4,1,1,0
16-01-2025,COK,25.2,5.3,11.9,0,0,0
16-10-2025,MAA,19.2,2.5,6.7,0,0,1
18-03-2025,CCU,20.1,10,24.6,0,1,1
31-08-2025,GOI,35.4,5.2,15.9,0,1,1
13-05-2025,HYD,41,2.4,25.7,1,1,1
19-09-2025,COK,32.4,1.1,30.5,0,0,0
04-03-2025,BOM,29.7,4.1,20.7,0,1,0
07-10-2025,MAA,20.2,8.9,20.7,0,0,0
10-10-2025,HYD,38.7,3.2,23.1,0,0,1
27-03-2025,AMD,31.6,1.4,32.7,0,0,1
14-05-2025,PNQ,26.4,4.5,33.5,0,0,0
13-03-2025,BLR,27,7.6,5.2,1,1,1
09-11-2025,HYD,40.3,2.1,9.9,0,1,0
06-02-2025,GOI,33,8.5,28.2,1,1,0
27-09-2025,BLR,41,6,5.3,1,0,1
06-06-2025,COK,33.4,9.3,33.4,1,0,0
13-03-2025,MAA,19.2,3.8,15.1,1,0,1
19-11-2025,COK,16.2,7.4,15.7,1,0,0
25-12-2025,GOI,36.7,5.6,34.4,0,1,1
11-10-2025,CCU,38.5,8.8,32.3,1,0,1
13-05-2025,CCU,36.8,7,4.1,1,1,1
08-11-2025,COK,15.9,6.5,17.3,1,0,0
20-05-2025,GOI,41.3,2.3,14.6,0,0,1
09-10-2025,BLR,33.4,4.1,4.7,1,1,1
05-02-2025,GOI,28.5,1.2,26.9,0,0,0
08-02-2025,MAA,17.3,3.6,9.2,1,1,0
29-04-2025,BLR,20.2,1.1,4.8,0,1,1
25-03-2025,GOI,17,3.9,5.9,0,0,0
17-06-2025,PNQ,36.5,3.1,19.4,0,1,0
07-10-2025,COK,28.3,6.1,28.3,1,0,1
21-04-2025,MAA,27.8,6.8,10.2,1,0,0
24-02-2025,AMD,11.3,6.5,21.7,1,0,1
16-04-2025,DEL,12.6,2.3,22.1,1,0,0
28-06-2025,DEL,14.3,8.8,34.8,1,0,0
02-05-2025,BLR,16.9,6.9,31.3,1,0,1
02-06-2025,MAA,14.7,9.2,21.4,0,1,1
15-01-2025,AMD,25.4,9.7,27.3,0,1,1
04-11-2025,BOM,14.6,8.5,25.6,0,0,1
08-04-2025,DEL,27.8,9.6,6.1,0,1,1
03-11-2025,DEL,11.4,8,20.1,1,0,1
05-04-2025,BOM,28.4,9.6,22.2,0,1,1
31-10-2025,GOI,34.8,1.5,28.7,1,0,1
16-05-2025,BLR,21.8,6.4,33.7,1,1,0
04-01-2025,BOM,11.9,6.9,20.2,0,0,1
01-02-2025,HYD,32.5,7.5,30.4,1,1,1
04-11-2025,DEL,17.7,1,13.6,1,0,0
28-05-2025,BLR,19.4,1.5,21.9,0,1,0
29-06-2025,GOI,17.3,8.5,22.4,1,0,1
09-04-2025,BLR,35.3,1.1,8.5,1,0,1
04-06-2025,COK,30.8,3.9,34.7,1,1,0
13-03-2025,BOM,31.6,7.2,1.2,0,0,0
02-12-2025,HYD,20.9,8.7,16.7,0,0,1
12-01-2025,BOM,15.3,5.4,23.8,1,0,0
04-08-2025,PNQ,11.6,8.7,29.2,1,1,0
03-05-2025,GOI,15.1,7.6,24.1,0,1,0
30-11-2025,HYD,17.2,1.6,21.6,1,0,1
28-05-2025,COK,34,1.8,21.5,0,1,0
09-09-2025,COK,29.6,1.3,29.3,1,0,1
20-03-2025,CCU,12.7,7.2,25.7,1,1,0
07-11-2025,DEL,38.8,1.7,4.1,0,1,1
05-11-2025,CCU,19.7,3.6,15,1,1,0
13-12-2025,BLR,40,2.1,4.2,1,1,0
16-09-2025,PNQ,29.1,1.8,30,0,1,0
07-06-2025,BOM,16.3,3.6,34.1,1,0,0
10-06-2025,COK,20,1.3,10.5,0,1,1
04-06-2025,PNQ,10.4,7.8,6.4,0,0,1
08-03-2025,BLR,18.2,9.9,32.6,0,0,0
17-07-2025,DEL,13.4,5.8,4.9,0,1,1
19-06-2025,HYD,32,4.6,6,0,1,1
26-01-2025,PNQ,28.4,5.9,20.1,0,0,0
04-03-2025,GOI,23.8,4.6,17.8,1,0,0
07-12-2025,PNQ,16.8,2,11.8,0,0,1
30-09-2025,GOI,32.1,1.7,13.4,0,0,1
12-06-2025,GOI,35.5,2.8,23.8,1,1,0
14-03-2025,BOM,25,6.9,19.4,0,1,0
11-08-2025,DEL,30.7,2.7,4.2,1,1,0
07-01-2025,CCU,20.8,7.4,27,1,0,0
05-11-2025,DEL,12.3,8.3,28.8,0,1,1
30-11-2025,AMD,17.5,3.8,31,1,1,0
10-05-2025,BLR,19.5,6.2,29.6,1,1,1
16-12-2025,MAA,16.5,2.1,4.5,1,1,0
03-01-2025,MAA,18.3,8,29.7,1,1,0
24-12-2025,COK,17.6,6.3,1.8,1,0,0
25-01-2025,GOI,37.2,3.2,0.2,0,1,0
02-09-2025,HYD,17.7,2.8,15.1,1,1,0
08-10-2025,CCU,25.5,3.7,7.8,1,1,0
13-04-2025,PNQ,32.3,9,12.7,1,1,0
22-10-2025,BOM,38.2,8.9,14.4,0,1,1
08-10-2025,AMD,34.1,4.8,6.3,0,1,1
11-01-2025,MAA,30.1,5,17.9,1,0,0
11-02-2025,PNQ,32.6,4.1,3.3,0,1,1
05-02-2025,BLR,40.6,3,18.6,1,0,0
20-07-2025,DEL,29.6,4.3,27.2,0,0,1
18-04-2025,GOI,27.8,2.9,16.7,1,0,1
25-11-2025,COK,19.7,3.7,8.5,1,1,1
07-05-2025,DEL,11.3,8.5,30.3,1,0,1
16-01-2025,CCU,22.8,1.3,21.2,1,1,0
04-10-2025,BOM,18.6,5.8,29.4,0,0,0
18-09-2025,PNQ,31.6,8,27,0,1,1
19-06-2025,PNQ,27.4,2.4,33.4,1,0,1
26-08-2025,HYD,21.3,1.1,10.9,1,1,0
24-09-2025,BLR,40.3,8.7,30.6,1,1,0
26-10-2025,BOM,22.4,8.7,2.2,0,0,0
20-10-2025,CCU,24.6,8.5,10.7,0,0,1
12-02-2025,CCU,18.1,2.3,3.4,0,0,0
29-05-2025,MAA,17.7,4.9,32.1,0,1,0
14-05-2025,BOM,33.1,9.4,25.1,1,1,1
04-07-2025,CCU,20.8,3.9,29.2,0,1,0
29-04-2025,HYD,10.5,1.3,19.7,0,1,1
11-05-2025,PNQ,15.5,4.5,9.4,1,0,0
25-12-2025,COK,36.4,8.6,16.4,0,1,1
25-04-2025,MAA,40.3,3.6,9.7,0,1,0
04-08-2025,DEL,16.8,2.6,4.6,0,0,0
12-04-2025,MAA,15.1,5,29.3,1,0,0
26-11-2025,DEL,14.2,9.1,28.7,0,0,0
25-03-2025,PNQ,34.7,5.6,30.5,0,1,0
17-09-2025,AMD,17.7,5.3,16.6,0,1,0
26-03-2025,COK,32.6,2.8,2.8,1,0,1
22-11-2025,BOM,29.4,2.5,7.9,0,0,0
05-11-2025,BLR,25.7,2.1,8.3,1,1,0
20-09-2025,DEL,28.4,6,4.7,0,0,1
27-08-2025,PNQ,21.4,3.6,21.1,1,0,1
03-09-2025,DEL,19.6,1.5,28.5,1,0,1
09-12-2025,MAA,13.1,3.6,34.7,1,0,0
23-08-2025,COK,38,6,13.5,0,0,1
20-01-2025,CCU,14.9,3.8,16.7,1,1,1
26-05-2025,MAA,33.5,5.6,11.9,0,1,0
30-04-2025,BOM,27.5,3.2,19.1,0,0,0
09-06-2025,BOM,20,6.2,29,0,0,0
04-11-2025,PNQ,19.6,2.8,8.1,1,1,0
29-12-2025,HYD,40.4,7.4,24.5,1,1,1
23-07-2025,DEL,31.1,7.8,12.3,0,0,1
09-06-2025,HYD,33.5,6.1,22.7,0,1,0
06-03-2025,DEL,17.4,8.8,16.7,1,0,1
12-04-2025,DEL,29.1,2.8,7.7,0,1,1
24-09-2025,DEL,36.1,8,3.3,1,0,1
30-09-2025,COK,38.7,6.8,32.9,1,1,0
30-05-2025,PNQ,24.3,3,0.2,1,1,0
27-09-2025,HYD,41.9,6.1,31.1,1,1,1
21-07-2025,MAA,34.1,7.8,17.4,1,0,1
13-12-2025,COK,30.9,9.9,27.9,1,0,0
11-11-2025,BOM,38.3,9.3,16.8,0,0,0
17-11-2025,PNQ,20.7,9.3,33.7,0,1,0
04-05-2025,COK,40.2,1.7,16.9,1,1,0
05-07-2025,BLR,24.6,6.8,5.7,1,1,1
25-12-2025,BLR,27.3,3.8,18.9,0,0,1
25-05-2025,BOM,22.2,2.2,17,0,0,0
12-11-2025,MAA,42,5.7,31.2,0,0,1
18-04-2025,PNQ,24,4.7,5.3,0,0,0
15-07-2025,AMD,37.9,3.8,19.4,1,0,0
31-08-2025,AMD,36.4,1.5,28.1,0,0,1
27-02-2025,AMD,21.5,3.8,13.6,1,1,1
04-09-2025,PNQ,20.4,7.6,2.4,1,1,1
21-06-2025,BOM,12,5.1,6.8,0,1,1
19-11-2025,COK,20.6,9.4,14.6,0,1,0
06-05-2025,CCU,35.4,5.2,33.1,0,1,0
10-06-2025,BLR,24.6,2.3,12,1,0,1
16-10-2025,BLR,22.4,8.2,17.9,1,0,0
11-09-2025,GOI,38,2.3,4.2,1,1,1
14-08-2025,PNQ,13.5,7,28.6,1,1,0
08-07-2025,AMD,10.7,1.4,16.6,1,0,0
17-07-2025,MAA,41.1,8.8,33.2,0,1,1
07-10-2025,BLR,33.3,4.4,18.8,0,1,1
31-01-2025,GOI,14.9,4,8.6,0,1,0
26-09-2025,BOM,39.4,4.8,10,0,0,1
11-11-2025,MAA,39.2,2.6,25.8,0,0,1
09-04-2025,HYD,13.2,9.6,0.1,1,1,1
23-02-2025,HYD,18.4,2.9,0.6,1,1,1
11-07-2025,PNQ,24.8,7.1,32.9,0,1,0
09-03-2025,CCU,22.4,2.9,2.4,1,0,0
29-01-2025,MAA,38.2,5.9,4.3,1,1,1
13-08-2025,PNQ,34.4,7.5,25.2,0,1,1
07-03-2025,DEL,10.3,5.6,17.2,1,1,0
13-08-2025,PNQ,20.3,9.1,32.5,0,0,0
12-09-2025,DEL,34.9,6.5,34.9,0,1,0
06-05-2025,AMD,32.3,4.6,19.2,1,0,1
12-03-2025,MAA,24.3,3.7,25.8,1,1,0
13-01-2025,DEL,24.2,5,5.9,1,0,1
07-05-2025,BOM,17.9,3.4,33.2,0,1,0
20-03-2025,CCU,25.9,2.4,4,1,0,1
12-01-2025,BLR,21.4,9.6,12.5,1,0,1
01-05-2025,BLR,20.8,1.6,25.5,1,0,1
04-04-2025,BLR,15.4,7.1,26.7,0,1,0
01-11-2025,GOI,36.3,2.9,14.8,0,1,1
07-07-2025,HYD,23.7,1.8,34.9,0,0,0
14-07-2025,GOI,31.4,3.6,6.3,0,1,0
13-12-2025,COK,27.7,5.4,1.4,0,1,1
22-02-2025,CCU,11.1,2.4,11.7,1,0,0
25-06-2025,MAA,22.8,1.1,14.5,1,1,1
01-05-2025,PNQ,32.3,6.1,18.7,0,1,1
26-10-2025,BLR,21.7,7.5,13.5,0,0,0
22-11-2025,DEL,40.6,2.1,24.4,1,0,1
15-05-2025,PNQ,27.2,6.6,9.5,1,0,0
22-09-2025,COK,36.4,2.2,1.6,0,1,1
05-03-2025,AMD,13.5,8.9,10.2,1,1,0
23-12-2025,AMD,14,2.2,34.5,0,0,1
24-07-2025,GOI,33.7,8.7,12.3,0,0,0
24-12-2025,DEL,26.3,1.3,29.1,0,1,1
22-06-2025,COK,10.4,7.5,13.4,0,1,0
03-03-2025,PNQ,37.8,8.7,26.9,0,1,1
14-09-2025,MAA,14.8,4.8,22.5,0,1,0
12-06-2025,CCU,24.8,4.8,16.7,0,0,0
26-03-2025,PNQ,38.4,4.1,33.2,0,1,0
21-06-2025,AMD,37.9,4.1,32.4,1,0,0
24-01-2025,COK,22,8.5,16.1,0,1,1
07-03-2025,CCU,37.4,8.7,4.1,1,0,1
07-08-2025,PNQ,30,5.2,6.7,0,1,1
18-08-2025,PNQ,27.3,2.6,9.3,1,0,1
04-06-2025,CCU,23.4,1.6,11.6,1,1,0
11-01-2025,HYD,32.1,4.2,11.6,1,0,0
18-10-2025,AMD,11.5,8.1,21.4,0,0,0
17-12-2025,BLR,29.3,5.5,29.8,1,0,0
13-09-2025,BLR,22.9,1.9,26.1,1,0,0
19-01-2025,AMD,31.7,4.3,25.7,0,0,1
29-03-2025,GOI,29.7,5.1,16.5,0,0,1
17-05-2025,BLR,24.6,2.9,16.3,0,1,1
28-05-2025,DEL,28,6.5,17.1,1,0,1
05-04-2025,GOI,10.7,6.8,34.8,1,0,0
03-10-2025,HYD,23.4,9.7,18.9,0,0,0
30-01-2025,BOM,21.7,9.8,26.9,0,1,1
07-09-2025,HYD,19.1,4.2,16.9,0,1,1
16-09-2025,PNQ,35,4.6,8.4,0,1,1
20-02-2025,GOI,22.6,4.9,34,1,0,0
11-05-2025,MAA,37.1,6.7,8.3,1,1,0
04-01-2025,HYD,10.9,9.9,32.1,1,1,1
05-08-2025,BLR,40.8,2.3,26.9,0,0,1
13-07-2025,GOI,23.7,9.6,7.1,0,1,1
23-12-2025,HYD,10.1,8.7,2.7,0,1,0
28-02-2025,HYD,13.4,1.7,15.9,0,0,1
04-03-2025,AMD,22.7,4.1,13.5,0,0,0
27-05-2025,BOM,36.4,3.4,16.3,0,1,0
06-06-2025,MAA,22.8,1.3,11.6,0,0,1
05-09-2025,MAA,13.7,4.1,9.9,1,1,0
18-03-2025,HYD,20.5,3.7,16.7,1,0,0
04-02-2025,DEL,41.1,5.9,12.7,0,0,1
02-02-2025,PNQ,39.3,3.2,17.5,0,0,0
18-08-2025,DEL,21.9,1.4,3.1,1,0,1
10-06-2025,CCU,16.4,5.4,27.5,0,0,0
23-07-2025,GOI,11.2,9.7,31.9,1,1,1
27-08-2025,AMD,10.8,4.8,29.2,0,0,1
10-06-2025,CCU,17.9,5.8,18.5,1,1,1
27-08-2025,COK,12.1,3.8,2.6,1,0,0
11-02-2025,BLR,26.5,8.4,4.4,0,0,1
24-11-2025,GOI,15.3,1.6,9.7,0,1,1
25-05-2025,COK,32,7.3,29.2,0,0,0
07-02-2025,BLR,40.3,2.3,34.8,0,0,1
29-05-2025,BLR,10.5,8.6,23.2,0,0,0
06-10-2025,MAA,24.6,7.4,31,0,1,0
19-01-2025,PNQ,34.6,3.5,28.3,0,0,0
03-12-2025,MAA,21,9,12.2,0,1,0
