"Date(year,month,day)",Airline,FlightID,OriginAirport,DestinationAirport,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,ScheduledArrTime,ActualArrTime,FlightStatus,distance,air_time
19-08-2025,Akasa Air,FL6796,BLR,AMD,19:45:00,19:45:00,0,16:43:00,16:43:00,On Time,2159,2698
30-01-2025,IndiGo,FL1777,BOM,DEL,06:30:00,06:30:00,0,01:06:00,01:06:00,On Time,1005,1116
15-01-2025,SpiceJet,FL9435,PNQ,BLR,00:00:00,00:00:00,0,20:32:00,20:32:00,On Time,1871,2672
04-11-2025,Akasa Air,FL4618,PNQ,BLR,11:00:00,13:39:00,159,16:41:00,19:20:00,Delayed,307,341
31-05-2025,Air India,FL3469,CCU,DEL,18:15:00,18:15:00,0,22:20:00,22:20:00,On Time,1180,1685
14-09-2025,Air India,FL2660,DEL,AMD,14:45:00,14:45:00,0,15:53:00,15:53:00,On Time,2064,2948
18-03-2025,IndiGo,FL8235,MAA,HYD,15:45:00,15:45:00,0,05:35:00,05:35:00,On Time,581,830
31-07-2025,IndiGo,FL2135,MAA,BOM,08:30:00,09:57:00,87,07:46:00,09:13:00,Delayed,1117,1396
27-12-2025,Akasa Air,FL8232,DEL,AMD,01:00:00,01:00:00,0,21:48:00,21:48:00,On Time,1882,2688
05-02-2025,Air India,FL6346,GOI,BLR,11:15:00,11:15:00,0,06:21:00,06:21:00,On Time,1032,1146
20-12-2025,Akasa Air,FL2471,BLR,AMD,14:45:00,15:17:00,32,03:46:00,04:18:00,Delayed,547,781
27-06-2025,Vistara,FL7027,DEL,PNQ,07:45:00,,,01:51:00,,Cancelled,869,1086
09-10-2025,SpiceJet,FL8630,BLR,BOM,20:30:00,20:30:00,0,21:41:00,21:41:00,On Time,2066,2951
18-04-2025,IndiGo,FL3208,MAA,BLR,11:00:00,11:00:00,0,04:11:00,04:11:00,On Time,1730,2471
05-03-2025,Akasa Air,FL9701,BLR,GOI,08:30:00,08:30:00,0,16:28:00,16:28:00,On Time,383,478
01-08-2025,Air India,FL6626,PNQ,BOM,15:45:00,15:56:00,11,18:27:00,18:38:00,Delayed,1442,1602
26-07-2025,Vistara,FL2624,GOI,CCU,22:30:00,22:30:00,0,12:23:00,12:23:00,On Time,750,833
14-12-2025,Air India,FL7308,BLR,MAA,14:45:00,14:45:00,0,15:33:00,15:33:00,On Time,1340,1488
20-08-2025,IndiGo,FL1380,GOI,PNQ,16:00:00,16:09:00,9,04:37:00,04:46:00,Delayed,682,757
14-03-2025,Akasa Air,FL1135,HYD,PNQ,05:00:00,06:58:00,118,03:45:00,05:43:00,Delayed,1092,1365
27-09-2025,IndiGo,FL3472,BLR,DEL,20:00:00,20:00:00,0,06:47:00,06:47:00,On Time,1461,2087
31-12-2025,SpiceJet,FL4054,CCU,MAA,17:15:00,19:01:00,106,19:52:00,21:38:00,Delayed,1438,1597
24-06-2025,IndiGo,FL8761,AMD,PNQ,15:45:00,15:45:00,0,12:47:00,12:47:00,On Time,884,1262
16-07-2025,Akasa Air,FL3161,HYD,BLR,01:00:00,01:00:00,0,08:32:00,08:32:00,On Time,1514,1892
19-04-2025,Akasa Air,FL4037,HYD,BLR,02:45:00,02:45:00,0,21:42:00,21:42:00,On Time,1804,2577
28-05-2025,IndiGo,FL6982,DEL,PNQ,05:00:00,05:00:00,0,08:08:00,08:08:00,On Time,2148,3068
13-11-2025,IndiGo,FL6410,AMD,GOI,15:15:00,15:15:00,0,02:41:00,02:41:00,On Time,1914,2126
30-09-2025,Akasa Air,FL7860,GOI,BLR,04:30:00,04:30:00,0,08:15:00,08:15:00,On Time,2174,3105
26-01-2025,Air India,FL9473,CCU,PNQ,05:15:00,07:39:00,144,18:08:00,20:32:00,Delayed,619,773
10-08-2025,SpiceJet,FL2021,CCU,HYD,06:15:00,06:15:00,0,02:57:00,02:57:00,On Time,2146,2682
17-08-2025,Air India,FL7427,PNQ,BLR,20:30:00,22:02:00,92,11:33:00,13:05:00,Delayed,813,903
18-03-2025,IndiGo,FL7659,PNQ,DEL,20:45:00,20:45:00,0,23:29:00,23:29:00,On Time,1123,1604
15-02-2025,SpiceJet,FL9384,PNQ,BOM,05:45:00,05:45:00,0,09:32:00,09:32:00,On Time,2175,3107
15-11-2025,Air India,FL9106,DEL,BOM,19:30:00,19:57:00,27,08:33:00,09:00:00,Delayed,2001,2223
17-10-2025,Akasa Air,FL7560,DEL,AMD,20:00:00,21:10:00,70,11:44:00,12:54:00,Delayed,2146,2384
10-12-2025,Vistara,FL9811,BLR,DEL,04:30:00,04:30:00,0,00:00:00,00:00:00,On Time,936,1170
19-08-2025,Akasa Air,FL6584,CCU,PNQ,16:15:00,17:23:00,68,08:38:00,09:46:00,Delayed,787,983
03-11-2025,Vistara,FL7654,BOM,DEL,20:45:00,20:45:00,0,06:46:00,06:46:00,On Time,1429,2041
24-07-2025,SpiceJet,FL7515,HYD,CCU,15:15:00,16:38:00,83,03:37:00,05:00:00,Delayed,668,742
14-04-2025,Vistara,FL7525,BOM,DEL,23:00:00,23:00:00,0,23:08:00,23:08:00,On Time,1159,1448
18-05-2025,IndiGo,FL1074,BLR,DEL,21:00:00,21:00:00,0,12:42:00,12:42:00,On Time,754,942
19-12-2025,IndiGo,FL7391,AMD,DEL,14:30:00,14:58:00,28,22:45:00,23:13:00,Delayed,347,495
26-11-2025,Vistara,FL4280,MAA,BLR,19:30:00,19:30:00,0,05:34:00,05:34:00,On Time,544,604
18-03-2025,IndiGo,FL5827,PNQ,HYD,09:30:00,09:30:00,0,03:22:00,03:22:00,On Time,2010,2512
31-12-2025,SpiceJet,FL3096,HYD,MAA,18:00:00,18:00:00,0,05:12:00,05:12:00,On Time,471,672
03-09-2025,Air India,FL9750,HYD,BLR,05:00:00,05:00:00,0,16:08:00,16:08:00,On Time,535,668
13-07-2025,Akasa Air,FL1671,DEL,BLR,00:30:00,02:59:00,149,23:38:00,02:07:00,Delayed,972,1388
24-06-2025,SpiceJet,FL6804,PNQ,DEL,21:45:00,21:45:00,0,12:19:00,12:19:00,On Time,612,874
17-02-2025,SpiceJet,FL6352,GOI,AMD,07:00:00,07:00:00,0,19:13:00,19:13:00,On Time,1739,2173
27-08-2025,Akasa Air,FL4448,BLR,AMD,17:45:00,17:45:00,0,17:29:00,17:29:00,On Time,1282,1424
07-12-2025,Air India,FL8470,CCU,DEL,01:00:00,01:00:00,0,14:58:00,14:58:00,On Time,587,838
16-07-2025,Akasa Air,FL1680,AMD,BOM,03:15:00,03:15:00,0,05:30:00,05:30:00,On Time,1260,1575
18-08-2025,Akasa Air,FL6823,BLR,HYD,01:30:00,02:49:00,79,21:20:00,22:39:00,Delayed,952,1190
03-09-2025,Akasa Air,FL4142,DEL,CCU,17:45:00,17:45:00,0,22:37:00,22:37:00,On Time,1559,1732
16-08-2025,SpiceJet,FL7796,BOM,HYD,12:45:00,12:45:00,0,23:39:00,23:39:00,On Time,458,654
07-01-2025,IndiGo,FL2534,HYD,GOI,04:45:00,04:45:00,0,03:49:00,03:49:00,On Time,969,1384
13-05-2025,IndiGo,FL8457,GOI,DEL,07:15:00,09:28:00,133,10:43:00,12:56:00,Delayed,1154,1648
11-05-2025,IndiGo,FL9196,DEL,AMD,21:00:00,21:00:00,0,15:21:00,15:21:00,On Time,2033,2541
22-08-2025,Akasa Air,FL9090,GOI,AMD,19:45:00,19:45:00,0,09:07:00,09:07:00,On Time,2018,2242
16-10-2025,SpiceJet,FL1595,BLR,BOM,15:00:00,15:00:00,0,10:25:00,10:25:00,On Time,2084,2605
14-09-2025,IndiGo,FL5356,DEL,BLR,08:00:00,08:00:00,0,14:35:00,14:35:00,On Time,1285,1835
23-04-2025,Air India,FL6760,CCU,MAA,15:00:00,15:00:00,0,15:13:00,15:13:00,On Time,1308,1453
17-04-2025,Akasa Air,FL3114,MAA,DEL,18:30:00,18:30:00,0,11:32:00,11:32:00,On Time,1724,2462
22-01-2025,IndiGo,FL6258,AMD,MAA,04:45:00,04:45:00,0,23:11:00,23:11:00,On Time,996,1106
24-11-2025,SpiceJet,FL6532,PNQ,HYD,22:45:00,22:45:00,0,16:06:00,16:06:00,On Time,729,1041
31-12-2025,Vistara,FL8442,MAA,BLR,03:15:00,03:57:00,42,07:21:00,08:03:00,Delayed,1518,1686
05-09-2025,Vistara,FL6898,BOM,PNQ,21:00:00,21:00:00,0,16:03:00,16:03:00,On Time,1029,1143
29-07-2025,Vistara,FL3176,CCU,BLR,09:15:00,09:15:00,0,18:12:00,18:12:00,On Time,430,537
25-07-2025,Air India,FL4224,AMD,PNQ,00:30:00,00:30:00,0,02:41:00,02:41:00,On Time,1257,1571
09-05-2025,IndiGo,FL1861,CCU,AMD,03:45:00,03:45:00,0,15:05:00,15:05:00,On Time,1696,2120
17-05-2025,Air India,FL8456,HYD,BLR,23:45:00,00:28:00,43,10:36:00,11:19:00,Delayed,1464,2091
08-09-2025,Akasa Air,FL1634,DEL,HYD,10:15:00,10:15:00,0,00:09:00,00:09:00,On Time,751,834
15-08-2025,Akasa Air,FL3996,BOM,DEL,22:30:00,22:30:00,0,01:05:00,01:05:00,On Time,1117,1595
29-07-2025,Vistara,FL6565,HYD,CCU,14:45:00,17:32:00,167,11:36:00,14:23:00,Delayed,2153,2691
03-10-2025,IndiGo,FL7837,DEL,HYD,23:00:00,,,21:56:00,,Cancelled,1101,1376
14-01-2025,SpiceJet,FL1582,HYD,DEL,14:15:00,17:06:00,171,13:29:00,16:20:00,Delayed,1984,2834
08-11-2025,Vistara,FL9151,HYD,BLR,00:00:00,00:05:00,5,08:18:00,08:23:00,Delayed,449,498
19-02-2025,Vistara,FL9741,AMD,HYD,22:30:00,22:30:00,0,06:04:00,06:04:00,On Time,318,454
07-06-2025,SpiceJet,FL3482,MAA,BOM,00:00:00,00:00:00,0,06:44:00,06:44:00,On Time,1660,1844
13-01-2025,IndiGo,FL9423,PNQ,CCU,05:15:00,05:15:00,0,17:36:00,17:36:00,On Time,1745,2181
26-05-2025,IndiGo,FL6810,GOI,CCU,10:45:00,10:45:00,0,07:22:00,07:22:00,On Time,990,1237
25-04-2025,Akasa Air,FL5090,PNQ,HYD,21:15:00,21:15:00,0,01:33:00,01:33:00,On Time,1359,1698
04-07-2025,Air India,FL8838,GOI,CCU,02:30:00,02:30:00,0,09:34:00,09:34:00,On Time,1305,1864
22-10-2025,Akasa Air,FL4501,HYD,PNQ,01:30:00,01:30:00,0,10:54:00,10:54:00,On Time,395,564
30-07-2025,Air India,FL2460,PNQ,BOM,08:45:00,10:54:00,129,18:57:00,21:06:00,Delayed,551,612
12-07-2025,IndiGo,FL9287,DEL,GOI,15:45:00,15:45:00,0,05:29:00,05:29:00,On Time,742,824
22-01-2025,Vistara,FL1387,BLR,BOM,21:00:00,21:20:00,20,21:21:00,21:41:00,Delayed,1169,1461
08-05-2025,Air India,FL3821,DEL,PNQ,02:15:00,02:15:00,0,14:22:00,14:22:00,On Time,1951,2167
17-06-2025,IndiGo,FL1529,BOM,MAA,07:30:00,07:30:00,0,08:44:00,08:44:00,On Time,1060,1514
01-10-2025,Akasa Air,FL8561,BLR,DEL,09:30:00,09:30:00,0,00:37:00,00:37:00,On Time,2113,2347
28-10-2025,Akasa Air,FL1055,MAA,DEL,23:45:00,02:25:00,160,19:42:00,22:22:00,Delayed,838,1197
03-03-2025,Vistara,FL4046,BLR,BOM,12:00:00,12:00:00,0,15:02:00,15:02:00,On Time,2144,3062
17-01-2025,Vistara,FL5615,DEL,CCU,02:30:00,02:30:00,0,21:08:00,21:08:00,On Time,1007,1118
14-12-2025,Air India,FL8934,BLR,BOM,02:00:00,02:00:00,0,09:58:00,09:58:00,On Time,1535,1918
02-02-2025,Air India,FL5858,GOI,BOM,18:00:00,18:00:00,0,20:35:00,20:35:00,On Time,1436,1595
19-04-2025,SpiceJet,FL7010,AMD,DEL,20:00:00,20:00:00,0,05:32:00,05:32:00,On Time,458,572
19-11-2025,Air India,FL4424,CCU,GOI,00:45:00,00:45:00,0,09:51:00,09:51:00,On Time,492,546
15-02-2025,SpiceJet,FL7566,PNQ,GOI,03:30:00,03:30:00,0,16:55:00,16:55:00,On Time,725,805
26-07-2025,Akasa Air,FL2881,GOI,MAA,12:00:00,12:00:00,0,22:40:00,22:40:00,On Time,512,640
08-03-2025,Air India,FL6484,HYD,DEL,22:15:00,22:15:00,0,05:56:00,05:56:00,On Time,1331,1901
26-10-2025,SpiceJet,FL8383,PNQ,AMD,06:00:00,06:00:00,0,15:05:00,15:05:00,On Time,1588,1985
06-01-2025,SpiceJet,FL2384,BLR,CCU,02:45:00,02:45:00,0,19:55:00,19:55:00,On Time,927,1030
24-02-2025,SpiceJet,FL8261,PNQ,DEL,23:30:00,23:30:00,0,05:56:00,05:56:00,On Time,1461,1826
17-12-2025,Vistara,FL8040,DEL,PNQ,14:00:00,14:00:00,0,07:48:00,07:48:00,On Time,1756,2508
23-01-2025,SpiceJet,FL5200,GOI,BOM,22:00:00,00:29:00,149,06:23:00,08:52:00,Delayed,403,503
21-10-2025,SpiceJet,FL4596,BOM,MAA,19:30:00,21:44:00,134,02:03:00,04:17:00,Delayed,1650,1833
21-02-2025,Vistara,FL5776,AMD,PNQ,21:00:00,21:47:00,47,21:27:00,22:14:00,Delayed,1174,1467
29-11-2025,SpiceJet,FL9201,BOM,MAA,16:00:00,16:00:00,0,16:03:00,16:03:00,On Time,1299,1443
11-08-2025,IndiGo,FL4649,AMD,HYD,14:30:00,,,21:32:00,,Cancelled,1676,1862
22-04-2025,Akasa Air,FL3662,CCU,AMD,14:00:00,16:36:00,156,15:11:00,17:47:00,Delayed,2066,2951
06-03-2025,Vistara,FL9556,AMD,MAA,02:45:00,02:45:00,0,10:06:00,10:06:00,On Time,1505,1881
19-04-2025,Vistara,FL1176,AMD,GOI,18:00:00,19:12:00,72,14:51:00,16:03:00,Delayed,2153,2691
28-10-2025,IndiGo,FL8893,PNQ,BLR,08:45:00,08:45:00,0,14:42:00,14:42:00,On Time,322,357
15-12-2025,Akasa Air,FL3957,BOM,CCU,21:15:00,21:15:00,0,09:08:00,09:08:00,On Time,1723,2153
13-10-2025,SpiceJet,FL8371,HYD,DEL,02:45:00,02:45:00,0,10:52:00,10:52:00,On Time,1735,1927
12-06-2025,Akasa Air,FL8710,BOM,MAA,05:45:00,05:45:00,0,05:19:00,05:19:00,On Time,990,1414
19-06-2025,IndiGo,FL4148,AMD,HYD,10:15:00,10:27:00,12,02:48:00,03:00:00,Delayed,2190,2433
08-06-2025,Air India,FL7130,MAA,HYD,03:00:00,03:00:00,0,10:18:00,10:18:00,On Time,351,438
06-08-2025,Air India,FL1341,CCU,GOI,04:30:00,04:30:00,0,15:18:00,15:18:00,On Time,584,648
27-03-2025,Akasa Air,FL9762,BLR,BOM,23:30:00,00:31:00,61,09:27:00,10:28:00,Delayed,418,597
28-01-2025,Vistara,FL5781,BOM,AMD,11:45:00,,,21:42:00,,Cancelled,418,597
11-04-2025,Air India,FL5620,GOI,HYD,20:45:00,20:45:00,0,22:57:00,22:57:00,On Time,1258,1572
09-11-2025,IndiGo,FL7177,PNQ,DEL,06:45:00,06:45:00,0,06:15:00,06:15:00,On Time,987,1410
10-05-2025,SpiceJet,FL6631,HYD,CCU,11:45:00,11:45:00,0,02:30:00,02:30:00,On Time,2093,2325
10-10-2025,SpiceJet,FL3033,PNQ,GOI,01:15:00,01:15:00,0,07:50:00,07:50:00,On Time,356,395
05-07-2025,Vistara,FL4511,BOM,MAA,04:15:00,06:05:00,110,00:10:00,02:00:00,Delayed,1076,1195
11-02-2025,Vistara,FL7382,DEL,AMD,08:45:00,11:45:00,180,23:52:00,02:52:00,Delayed,817,907
22-11-2025,Air India,FL9415,BLR,MAA,11:30:00,11:30:00,0,13:42:00,13:42:00,On Time,2109,3012
14-01-2025,Vistara,FL2586,CCU,AMD,03:15:00,03:15:00,0,05:37:00,05:37:00,On Time,1108,1582
14-03-2025,SpiceJet,FL3550,CCU,DEL,00:30:00,03:23:00,173,17:54:00,20:47:00,Delayed,731,1044
01-11-2025,IndiGo,FL6275,CCU,BOM,22:00:00,22:00:00,0,16:47:00,16:47:00,On Time,1797,2567
10-03-2025,Air India,FL7673,BOM,CCU,13:45:00,13:45:00,0,10:40:00,10:40:00,On Time,879,1255
04-04-2025,Air India,FL4584,PNQ,HYD,09:00:00,09:00:00,0,21:55:00,21:55:00,On Time,620,775
03-11-2025,IndiGo,FL7431,CCU,HYD,10:00:00,10:00:00,0,20:24:00,20:24:00,On Time,437,624
09-04-2025,SpiceJet,FL6095,BOM,MAA,00:00:00,,,21:32:00,,Cancelled,1913,2732
22-01-2025,Akasa Air,FL9423,BOM,DEL,01:45:00,01:45:00,0,04:00:00,04:00:00,On Time,2111,3015
11-01-2025,Akasa Air,FL4742,HYD,DEL,15:00:00,15:00:00,0,05:17:00,05:17:00,On Time,1838,2297
16-12-2025,Akasa Air,FL4715,BLR,PNQ,21:00:00,21:00:00,0,18:17:00,18:17:00,On Time,894,1277
20-09-2025,Vistara,FL5636,DEL,GOI,10:30:00,10:30:00,0,00:33:00,00:33:00,On Time,759,843
26-10-2025,Vistara,FL7145,CCU,AMD,03:45:00,05:35:00,110,02:59:00,04:49:00,Delayed,1984,2834
25-03-2025,Akasa Air,FL5486,PNQ,CCU,18:30:00,,,11:28:00,,Cancelled,815,1018
24-10-2025,SpiceJet,FL7416,BOM,BLR,04:30:00,04:30:00,0,03:25:00,03:25:00,On Time,1971,2815
26-04-2025,SpiceJet,FL1559,AMD,BLR,17:15:00,18:51:00,96,06:00:00,07:36:00,Delayed,612,765
14-07-2025,Akasa Air,FL4199,PNQ,BLR,06:30:00,06:44:00,14,20:50:00,21:04:00,Delayed,688,860
02-05-2025,Vistara,FL2628,DEL,PNQ,15:30:00,15:51:00,21,13:30:00,13:51:00,Delayed,1188,1320
16-01-2025,SpiceJet,FL7682,AMD,GOI,18:00:00,18:26:00,26,14:07:00,14:33:00,Delayed,845,1207
02-05-2025,SpiceJet,FL6241,GOI,CCU,12:30:00,12:30:00,0,06:05:00,06:05:00,On Time,1996,2495
28-10-2025,SpiceJet,FL5030,HYD,MAA,15:30:00,17:59:00,149,21:13:00,23:42:00,Delayed,309,343
05-04-2025,Air India,FL6991,MAA,BLR,18:00:00,18:00:00,0,16:15:00,16:15:00,On Time,935,1335
21-11-2025,Vistara,FL8022,BLR,GOI,23:15:00,,,23:25:00,,Cancelled,2023,2890
30-12-2025,Vistara,FL4472,AMD,MAA,18:30:00,18:30:00,0,03:11:00,03:11:00,On Time,417,521
14-10-2025,Air India,FL1618,DEL,BOM,02:30:00,02:30:00,0,11:10:00,11:10:00,On Time,1568,1960
28-07-2025,Air India,FL4549,DEL,PNQ,01:00:00,01:00:00,0,11:28:00,11:28:00,On Time,440,628
31-10-2025,Air India,FL1687,DEL,GOI,13:45:00,13:45:00,0,03:46:00,03:46:00,On Time,673,841
02-08-2025,Vistara,FL4983,DEL,PNQ,03:00:00,04:56:00,116,15:53:00,17:49:00,Delayed,1771,2213
22-07-2025,IndiGo,FL1511,MAA,HYD,18:45:00,18:45:00,0,00:57:00,00:57:00,On Time,1269,1812
24-03-2025,IndiGo,FL5530,CCU,MAA,18:00:00,18:00:00,0,22:08:00,22:08:00,On Time,1351,1688
12-04-2025,Air India,FL8752,GOI,PNQ,19:15:00,19:15:00,0,21:03:00,21:03:00,On Time,1394,1548
19-11-2025,IndiGo,FL3394,CCU,HYD,23:30:00,23:30:00,0,07:57:00,07:57:00,On Time,355,507
25-04-2025,Vistara,FL8872,PNQ,DEL,09:45:00,09:45:00,0,21:22:00,21:22:00,On Time,1496,2137
06-04-2025,Air India,FL7605,BLR,DEL,22:15:00,22:15:00,0,11:25:00,11:25:00,On Time,1784,2230
12-06-2025,Air India,FL1795,GOI,AMD,20:30:00,21:45:00,75,20:48:00,22:03:00,Delayed,2029,2898
11-09-2025,IndiGo,FL6095,HYD,CCU,00:30:00,00:30:00,0,15:41:00,15:41:00,On Time,820,911
09-12-2025,SpiceJet,FL3434,BLR,DEL,21:45:00,21:45:00,0,13:11:00,13:11:00,On Time,741,926
21-08-2025,Air India,FL1370,HYD,BLR,15:30:00,15:30:00,0,14:42:00,14:42:00,On Time,1983,2832
21-03-2025,IndiGo,FL1668,BOM,CCU,01:00:00,,,17:55:00,,Cancelled,914,1015
10-10-2025,Air India,FL3894,PNQ,BLR,05:45:00,05:45:00,0,01:26:00,01:26:00,On Time,827,1181
06-03-2025,IndiGo,FL4500,CCU,PNQ,01:15:00,01:40:00,25,13:48:00,14:13:00,Delayed,603,753
31-07-2025,Vistara,FL2410,PNQ,GOI,13:00:00,13:00:00,0,21:31:00,21:31:00,On Time,409,511
31-05-2025,Akasa Air,FL2325,BOM,CCU,06:00:00,06:00:00,0,05:04:00,05:04:00,On Time,1246,1384
02-11-2025,Akasa Air,FL1235,GOI,PNQ,18:15:00,20:34:00,139,18:47:00,21:06:00,Delayed,1325,1472
18-12-2025,Air India,FL3233,PNQ,CCU,01:00:00,01:00:00,0,16:48:00,16:48:00,On Time,2150,2388
03-04-2025,Air India,FL7594,AMD,BOM,21:00:00,21:00:00,0,16:40:00,16:40:00,On Time,2096,2620
21-07-2025,Vistara,FL3954,PNQ,DEL,10:30:00,10:30:00,0,06:17:00,06:17:00,On Time,831,1187
10-01-2025,Air India,FL4306,CCU,DEL,09:45:00,09:45:00,0,21:10:00,21:10:00,On Time,548,685
23-06-2025,SpiceJet,FL4919,BLR,AMD,20:15:00,20:15:00,0,11:08:00,11:08:00,On Time,715,893
01-08-2025,Vistara,FL2505,HYD,GOI,19:45:00,19:45:00,0,03:41:00,03:41:00,On Time,1725,1916
24-02-2025,Air India,FL9623,BOM,GOI,22:00:00,22:00:00,0,22:56:00,22:56:00,On Time,1347,1496
03-06-2025,IndiGo,FL5831,MAA,BLR,03:00:00,03:00:00,0,12:07:00,12:07:00,On Time,1789,1987
15-03-2025,Air India,FL1206,BOM,AMD,08:30:00,08:30:00,0,18:02:00,18:02:00,On Time,1409,2012
21-02-2025,SpiceJet,FL2687,GOI,BLR,18:00:00,18:00:00,0,07:13:00,07:13:00,On Time,714,793
15-08-2025,Air India,FL8521,BOM,PNQ,18:15:00,18:15:00,0,06:03:00,06:03:00,On Time,1504,2148
06-10-2025,SpiceJet,FL2465,BLR,HYD,12:30:00,12:30:00,0,20:52:00,20:52:00,On Time,1360,1942
18-05-2025,Vistara,FL1024,GOI,BLR,00:45:00,00:45:00,0,18:26:00,18:26:00,On Time,955,1061
15-08-2025,Air India,FL8128,DEL,HYD,01:00:00,01:00:00,0,17:24:00,17:24:00,On Time,1697,2424
08-07-2025,IndiGo,FL3797,GOI,BOM,11:15:00,11:15:00,0,00:16:00,00:16:00,On Time,547,781
12-11-2025,SpiceJet,FL4520,CCU,HYD,10:30:00,10:30:00,0,08:03:00,08:03:00,On Time,2187,2733
20-02-2025,IndiGo,FL4008,MAA,CCU,12:00:00,12:00:00,0,03:02:00,03:02:00,On Time,2108,2342
31-08-2025,IndiGo,FL6944,HYD,GOI,08:00:00,10:44:00,164,01:52:00,04:36:00,Delayed,751,1072
27-08-2025,Akasa Air,FL1826,BOM,BLR,06:45:00,06:45:00,0,21:59:00,21:59:00,On Time,823,914
03-11-2025,Akasa Air,FL3922,AMD,HYD,08:45:00,08:45:00,0,09:59:00,09:59:00,On Time,1363,1514
14-02-2025,IndiGo,FL4325,CCU,HYD,09:15:00,09:15:00,0,03:57:00,03:57:00,On Time,786,1122
12-07-2025,Air India,FL1217,BOM,PNQ,01:45:00,01:45:00,0,11:23:00,11:23:00,On Time,463,578
26-10-2025,Vistara,FL3240,HYD,BLR,12:15:00,12:15:00,0,02:20:00,02:20:00,On Time,592,845
29-03-2025,Vistara,FL4484,BOM,BLR,14:15:00,14:15:00,0,12:25:00,12:25:00,On Time,931,1330
03-09-2025,IndiGo,FL6158,CCU,PNQ,23:00:00,23:00:00,0,05:34:00,05:34:00,On Time,355,394
04-05-2025,SpiceJet,FL8351,HYD,AMD,10:30:00,10:30:00,0,15:50:00,15:50:00,On Time,1232,1760
10-08-2025,Air India,FL5620,BLR,CCU,02:00:00,02:00:00,0,20:35:00,20:35:00,On Time,2044,2555
06-03-2025,SpiceJet,FL9940,GOI,DEL,07:00:00,07:08:00,8,19:15:00,19:23:00,Delayed,588,735
13-09-2025,SpiceJet,FL1731,PNQ,GOI,06:45:00,06:45:00,0,02:25:00,02:25:00,On Time,1062,1180
13-07-2025,SpiceJet,FL8389,DEL,GOI,01:30:00,01:30:00,0,18:24:00,18:24:00,On Time,1718,2454
21-04-2025,IndiGo,FL9208,DEL,MAA,08:45:00,08:45:00,0,20:28:00,20:28:00,On Time,633,703
17-07-2025,IndiGo,FL5565,BOM,GOI,16:15:00,16:15:00,0,15:31:00,15:31:00,On Time,1117,1396
18-04-2025,IndiGo,FL3477,GOI,CCU,09:15:00,09:15:00,0,04:15:00,04:15:00,On Time,1806,2580
30-11-2025,Air India,FL4720,CCU,PNQ,01:15:00,03:40:00,145,17:25:00,19:50:00,Delayed,776,970
12-12-2025,SpiceJet,FL5630,BLR,GOI,06:45:00,06:45:00,0,06:01:00,06:01:00,On Time,1117,1396
28-08-2025,Air India,FL3799,CCU,BLR,14:30:00,14:54:00,24,13:28:00,13:52:00,Delayed,1241,1378
01-12-2025,SpiceJet,FL8621,CCU,AMD,11:45:00,11:45:00,0,05:55:00,05:55:00,On Time,872,1090
05-06-2025,Akasa Air,FL1601,MAA,PNQ,14:00:00,14:00:00,0,23:47:00,23:47:00,On Time,411,587
21-01-2025,Vistara,FL7769,MAA,PNQ,12:45:00,12:45:00,0,09:31:00,09:31:00,On Time,997,1246
10-05-2025,Vistara,FL9039,PNQ,BLR,17:15:00,17:15:00,0,09:51:00,09:51:00,On Time,1949,2436
07-08-2025,Air India,FL9432,CCU,DEL,03:45:00,03:45:00,0,17:57:00,17:57:00,On Time,1605,2292
19-07-2025,Air India,FL4224,BOM,DEL,21:00:00,21:00:00,0,13:34:00,13:34:00,On Time,696,994
27-01-2025,SpiceJet,FL1797,BLR,GOI,16:15:00,19:01:00,166,02:17:00,05:03:00,Delayed,542,602
23-12-2025,Vistara,FL2948,CCU,MAA,23:45:00,00:46:00,61,22:53:00,23:54:00,Delayed,1980,2828
04-01-2025,Vistara,FL8266,DEL,HYD,23:15:00,23:15:00,0,08:58:00,08:58:00,On Time,467,583
15-04-2025,Air India,FL4284,BOM,CCU,00:30:00,00:30:00,0,10:54:00,10:54:00,On Time,562,624
25-01-2025,Air India,FL5152,MAA,CCU,13:00:00,14:37:00,97,15:42:00,17:19:00,Delayed,1442,1602
15-02-2025,SpiceJet,FL7252,HYD,AMD,09:30:00,12:13:00,163,17:23:00,20:06:00,Delayed,379,473
24-06-2025,Akasa Air,FL1276,HYD,PNQ,02:45:00,02:45:00,0,07:27:00,07:27:00,On Time,1378,1722
21-05-2025,Akasa Air,FL1880,HYD,DEL,10:45:00,10:53:00,8,18:49:00,18:57:00,Delayed,436,484
08-05-2025,Akasa Air,FL5696,DEL,CCU,08:00:00,08:00:00,0,20:24:00,20:24:00,On Time,521,744
31-05-2025,IndiGo,FL6805,AMD,BLR,10:45:00,10:45:00,0,21:45:00,21:45:00,On Time,1890,2100
27-08-2025,Akasa Air,FL5308,CCU,DEL,23:15:00,00:46:00,91,09:45:00,11:16:00,Delayed,1449,2070
17-08-2025,Vistara,FL2966,BOM,DEL,04:45:00,04:45:00,0,12:42:00,12:42:00,On Time,1342,1917
07-09-2025,Vistara,FL7918,PNQ,BLR,16:00:00,18:11:00,131,06:53:00,09:04:00,Delayed,1867,2333
05-07-2025,Akasa Air,FL8553,DEL,GOI,12:45:00,13:22:00,37,05:56:00,06:33:00,Delayed,1977,2471
